도로종류,시간대,사고수,월,유형
일반국도,02시-04시,25,04,사고건수
일반국도,04시-06시,30,04,사고건수
일반국도,06시-08시,100,04,사고건수
일반국도,08시-10시,180,04,사고건수
일반국도,10시-12시,189,04,사고건수
일반국도,12시-14시,195,04,사고건수
일반국도,14시-16시,194,04,사고건수
일반국도,16시-18시,206,04,사고건수
일반국도,18시-20시,213,04,사고건수
일반국도,20시-22시,141,04,사고건수
일반국도,22시-24시,115,04,사고건수
지방도,00시-02시,33,04,사고건수
지방도,02시-04시,14,04,사고건수
지방도,04시-06시,23,04,사고건수
지방도,06시-08시,83,04,사고건수
지방도,08시-10시,128,04,사고건수
지방도,10시-12시,112,04,사고건수
지방도,12시-14시,154,04,사고건수
지방도,14시-16시,136,04,사고건수
지방도,16시-18시,181,04,사고건수
지방도,18시-20시,121,04,사고건수
지방도,20시-22시,94,04,사고건수
지방도,22시-24시,74,04,사고건수
특별광역시도,00시-02시,206,04,사고건수
특별광역시도,02시-04시,107,04,사고건수
특별광역시도,04시-06시,118,04,사고건수
특별광역시도,06시-08시,340,04,사고건수
특별광역시도,08시-10시,685,04,사고건수
특별광역시도,10시-12시,688,04,사고건수
특별광역시도,12시-14시,790,04,사고건수
특별광역시도,14시-16시,839,04,사고건수
특별광역시도,16시-18시,918,04,사고건수
특별광역시도,18시-20시,916,04,사고건수
특별광역시도,20시-22시,723,04,사고건수
특별광역시도,22시-24시,612,04,사고건수
시도,00시-02시,175,04,사고건수
시도,02시-04시,72,04,사고건수
시도,04시-06시,100,04,사고건수
시도,06시-08시,290,04,사고건수
시도,08시-10시,599,04,사고건수
시도,10시-12시,535,04,사고건수
시도,12시-14시,632,04,사고건수
시도,14시-16시,664,04,사고건수
시도,16시-18시,800,04,사고건수
시도,18시-20시,850,04,사고건수
시도,20시-22시,564,04,사고건수
시도,22시-24시,397,04,사고건수
군도,00시-02시,8,04,사고건수
군도,02시-04시,7,04,사고건수
군도,04시-06시,11,04,사고건수
군도,06시-08시,27,04,사고건수
군도,08시-10시,82,04,사고건수
군도,10시-12시,80,04,사고건수
군도,12시-14시,83,04,사고건수
군도,14시-16시,80,04,사고건수
군도,16시-18시,94,04,사고건수
군도,18시-20시,68,04,사고건수
군도,20시-22시,41,04,사고건수
군도,22시-24시,10,04,사고건수
고속국도,00시-02시,12,04,사고건수
고속국도,02시-04시,6,04,사고건수
고속국도,04시-06시,11,04,사고건수
고속국도,06시-08시,21,04,사고건수
고속국도,08시-10시,26,04,사고건수
고속국도,10시-12시,39,04,사고건수
고속국도,12시-14시,33,04,사고건수
고속국도,14시-16시,37,04,사고건수
고속국도,16시-18시,62,04,사고건수
고속국도,18시-20시,39,04,사고건수
고속국도,20시-22시,25,04,사고건수
고속국도,22시-24시,19,04,사고건수
일반국도,00시-02시,1,04,사망자수
일반국도,02시-04시,1,04,사망자수
일반국도,04시-06시,0,04,사망자수
일반국도,06시-08시,6,04,사망자수
일반국도,08시-10시,2,04,사망자수
일반국도,10시-12시,6,04,사망자수
일반국도,12시-14시,4,04,사망자수
일반국도,14시-16시,3,04,사망자수
일반국도,16시-18시,7,04,사망자수
일반국도,18시-20시,1,04,사망자수
일반국도,20시-22시,7,04,사망자수
일반국도,22시-24시,1,04,사망자수
지방도,00시-02시,2,04,사망자수
지방도,02시-04시,0,04,사망자수
지방도,04시-06시,3,04,사망자수
지방도,06시-08시,0,04,사망자수
지방도,08시-10시,4,04,사망자수
지방도,10시-12시,3,04,사망자수
지방도,12시-14시,4,04,사망자수
지방도,14시-16시,3,04,사망자수
지방도,16시-18시,3,04,사망자수
지방도,18시-20시,4,04,사망자수
지방도,20시-22시,4,04,사망자수
지방도,22시-24시,2,04,사망자수
특별광역시도,00시-02시,2,04,사망자수
특별광역시도,02시-04시,1,04,사망자수
특별광역시도,04시-06시,4,04,사망자수
특별광역시도,06시-08시,3,04,사망자수
특별광역시도,08시-10시,7,04,사망자수
특별광역시도,10시-12시,3,04,사망자수
특별광역시도,12시-14시,4,04,사망자수
특별광역시도,14시-16시,4,04,사망자수
특별광역시도,16시-18시,1,04,사망자수
특별광역시도,18시-20시,3,04,사망자수
특별광역시도,20시-22시,1,04,사망자수
특별광역시도,22시-24시,4,04,사망자수
시도,00시-02시,9,04,사망자수
시도,02시-04시,0,04,사망자수
시도,04시-06시,5,04,사망자수
시도,06시-08시,1,04,사망자수
시도,08시-10시,2,04,사망자수
시도,10시-12시,6,04,사망자수
시도,12시-14시,5,04,사망자수
시도,14시-16시,7,04,사망자수
시도,16시-18시,10,04,사망자수
시도,18시-20시,6,04,사망자수
시도,20시-22시,12,04,사망자수
시도,22시-24시,7,04,사망자수
군도,00시-02시,0,04,사망자수
군도,02시-04시,0,04,사망자수
군도,04시-06시,0,04,사망자수
군도,06시-08시,1,04,사망자수
군도,08시-10시,4,04,사망자수
군도,10시-12시,2,04,사망자수
군도,12시-14시,0,04,사망자수
군도,14시-16시,5,04,사망자수
군도,16시-18시,1,04,사망자수
군도,18시-20시,0,04,사망자수
군도,20시-22시,3,04,사망자수
군도,22시-24시,0,04,사망자수
고속국도,00시-02시,1,04,사망자수
고속국도,02시-04시,1,04,사망자수
고속국도,04시-06시,1,04,사망자수
고속국도,06시-08시,0,04,사망자수
고속국도,08시-10시,0,04,사망자수
고속국도,10시-12시,2,04,사망자수
고속국도,12시-14시,0,04,사망자수
고속국도,14시-16시,0,04,사망자수
고속국도,16시-18시,0,04,사망자수
고속국도,18시-20시,0,04,사망자수
고속국도,20시-22시,2,04,사망자수
고속국도,22시-24시,0,04,사망자수
일반국도,00시-02시,62,04,부상자수
일반국도,02시-04시,50,04,부상자수
일반국도,04시-06시,41,04,부상자수
일반국도,06시-08시,152,04,부상자수
일반국도,08시-10시,269,04,부상자수
일반국도,10시-12시,301,04,부상자수
일반국도,12시-14시,304,04,부상자수
일반국도,14시-16시,339,04,부상자수
일반국도,16시-18시,345,04,부상자수
일반국도,18시-20시,331,04,부상자수
일반국도,20시-22시,215,04,부상자수
일반국도,22시-24시,190,04,부상자수
지방도,00시-02시,51,04,부상자수
지방도,02시-04시,25,04,부상자수
지방도,04시-06시,29,04,부상자수
지방도,06시-08시,142,04,부상자수
지방도,08시-10시,186,04,부상자수
지방도,10시-12시,166,04,부상자수
지방도,12시-14시,223,04,부상자수
지방도,14시-16시,225,04,부상자수
지방도,16시-18시,260,04,부상자수
지방도,18시-20시,227,04,부상자수
지방도,20시-22시,132,04,부상자수
지방도,22시-24시,114,04,부상자수
특별광역시도,00시-02시,317,04,부상자수
특별광역시도,02시-04시,141,04,부상자수
특별광역시도,04시-06시,155,04,부상자수
특별광역시도,06시-08시,461,04,부상자수
특별광역시도,08시-10시,906,04,부상자수
특별광역시도,10시-12시,931,04,부상자수
특별광역시도,12시-14시,1105,04,부상자수
특별광역시도,14시-16시,1156,04,부상자수
특별광역시도,16시-18시,1273,04,부상자수
특별광역시도,18시-20시,1261,04,부상자수
특별광역시도,20시-22시,1034,04,부상자수
특별광역시도,22시-24시,895,04,부상자수
시도,00시-02시,244,04,부상자수
시도,02시-04시,103,04,부상자수
시도,04시-06시,144,04,부상자수
시도,06시-08시,387,04,부상자수
시도,08시-10시,828,04,부상자수
시도,10시-12시,737,04,부상자수
시도,12시-14시,920,04,부상자수
시도,14시-16시,967,04,부상자수
시도,16시-18시,1170,04,부상자수
시도,18시-20시,1231,04,부상자수
시도,20시-22시,794,04,부상자수
시도,22시-24시,627,04,부상자수
군도,00시-02시,10,04,부상자수
군도,02시-04시,8,04,부상자수
군도,04시-06시,14,04,부상자수
군도,06시-08시,38,04,부상자수
군도,08시-10시,116,04,부상자수
군도,10시-12시,123,04,부상자수
군도,12시-14시,133,04,부상자수
군도,14시-16시,107,04,부상자수
군도,16시-18시,150,04,부상자수
군도,18시-20시,90,04,부상자수
군도,20시-22시,58,04,부상자수
군도,22시-24시,13,04,부상자수
고속국도,00시-02시,32,04,부상자수
고속국도,02시-04시,7,04,부상자수
고속국도,04시-06시,20,04,부상자수
고속국도,06시-08시,33,04,부상자수
고속국도,08시-10시,51,04,부상자수
고속국도,10시-12시,92,04,부상자수
고속국도,12시-14시,63,04,부상자수
고속국도,14시-16시,89,04,부상자수
고속국도,16시-18시,130,04,부상자수
고속국도,18시-20시,67,04,부상자수
고속국도,20시-22시,44,04,부상자수
고속국도,22시-24시,38,04,부상자수
일반국도,00시-02시,38,05,사고건수
일반국도,02시-04시,22,05,사고건수
일반국도,04시-06시,37,05,사고건수
일반국도,06시-08시,107,05,사고건수
일반국도,08시-10시,159,05,사고건수
일반국도,10시-12시,166,05,사고건수
일반국도,12시-14시,209,05,사고건수
일반국도,14시-16시,219,05,사고건수
일반국도,16시-18시,228,05,사고건수
일반국도,18시-20시,194,05,사고건수
일반국도,20시-22시,152,05,사고건수
일반국도,22시-24시,107,05,사고건수
지방도,00시-02시,33,05,사고건수
지방도,02시-04시,25,05,사고건수
지방도,04시-06시,17,05,사고건수
지방도,06시-08시,72,05,사고건수
지방도,08시-10시,125,05,사고건수
지방도,10시-12시,132,05,사고건수
지방도,12시-14시,157,05,사고건수
지방도,14시-16시,159,05,사고건수
지방도,16시-18시,182,05,사고건수
지방도,18시-20시,144,05,사고건수
지방도,20시-22시,97,05,사고건수
지방도,22시-24시,65,05,사고건수
특별광역시도,00시-02시,235,05,사고건수
특별광역시도,02시-04시,121,05,사고건수
특별광역시도,04시-06시,150,05,사고건수
특별광역시도,06시-08시,317,05,사고건수
특별광역시도,08시-10시,607,05,사고건수
특별광역시도,10시-12시,643,05,사고건수
특별광역시도,12시-14시,822,05,사고건수
특별광역시도,14시-16시,877,05,사고건수
특별광역시도,16시-18시,938,05,사고건수
특별광역시도,18시-20시,859,05,사고건수
특별광역시도,20시-22시,739,05,사고건수
특별광역시도,22시-24시,582,05,사고건수
시도,00시-02시,179,05,사고건수
시도,02시-04시,96,05,사고건수
시도,04시-06시,81,05,사고건수
시도,06시-08시,257,05,사고건수
시도,08시-10시,528,05,사고건수
시도,10시-12시,546,05,사고건수
시도,12시-14시,677,05,사고건수
시도,14시-16시,673,05,사고건수
시도,16시-18시,780,05,사고건수
시도,18시-20시,724,05,사고건수
시도,20시-22시,561,05,사고건수
시도,22시-24시,414,05,사고건수
군도,00시-02시,8,05,사고건수
군도,02시-04시,8,05,사고건수
군도,04시-06시,9,05,사고건수
군도,06시-08시,25,05,사고건수
군도,08시-10시,85,05,사고건수
군도,10시-12시,72,05,사고건수
군도,12시-14시,83,05,사고건수
군도,14시-16시,73,05,사고건수
군도,16시-18시,80,05,사고건수
군도,18시-20시,74,05,사고건수
군도,20시-22시,48,05,사고건수
군도,22시-24시,20,05,사고건수
고속국도,00시-02시,14,05,사고건수
고속국도,02시-04시,18,05,사고건수
고속국도,04시-06시,24,05,사고건수
고속국도,06시-08시,25,05,사고건수
고속국도,08시-10시,42,05,사고건수
고속국도,10시-12시,58,05,사고건수
고속국도,12시-14시,45,05,사고건수
고속국도,14시-16시,56,05,사고건수
고속국도,16시-18시,47,05,사고건수
고속국도,18시-20시,36,05,사고건수
고속국도,20시-22시,32,05,사고건수
고속국도,22시-24시,32,05,사고건수
일반국도,00시-02시,2,05,사망자수
일반국도,02시-04시,0,05,사망자수
일반국도,04시-06시,2,05,사망자수
일반국도,06시-08시,3,05,사망자수
일반국도,08시-10시,7,05,사망자수
일반국도,10시-12시,5,05,사망자수
일반국도,12시-14시,7,05,사망자수
일반국도,14시-16시,6,05,사망자수
일반국도,16시-18시,5,05,사망자수
일반국도,18시-20시,2,05,사망자수
일반국도,20시-22시,2,05,사망자수
일반국도,22시-24시,2,05,사망자수
지방도,00시-02시,3,05,사망자수
지방도,02시-04시,0,05,사망자수
지방도,04시-06시,0,05,사망자수
지방도,06시-08시,1,05,사망자수
지방도,08시-10시,0,05,사망자수
지방도,10시-12시,3,05,사망자수
지방도,12시-14시,4,05,사망자수
지방도,14시-16시,3,05,사망자수
지방도,16시-18시,1,05,사망자수
지방도,18시-20시,3,05,사망자수
지방도,20시-22시,3,05,사망자수
지방도,22시-24시,4,05,사망자수
특별광역시도,00시-02시,2,05,사망자수
특별광역시도,02시-04시,2,05,사망자수
특별광역시도,04시-06시,3,05,사망자수
특별광역시도,06시-08시,5,05,사망자수
특별광역시도,08시-10시,6,05,사망자수
특별광역시도,10시-12시,7,05,사망자수
특별광역시도,12시-14시,8,05,사망자수
특별광역시도,14시-16시,7,05,사망자수
특별광역시도,16시-18시,4,05,사망자수
특별광역시도,18시-20시,1,05,사망자수
특별광역시도,20시-22시,4,05,사망자수
특별광역시도,22시-24시,4,05,사망자수
시도,00시-02시,9,05,사망자수
시도,02시-04시,11,05,사망자수
시도,04시-06시,2,05,사망자수
시도,06시-08시,4,05,사망자수
시도,08시-10시,6,05,사망자수
시도,10시-12시,6,05,사망자수
시도,12시-14시,10,05,사망자수
시도,14시-16시,5,05,사망자수
시도,16시-18시,6,05,사망자수
시도,18시-20시,7,05,사망자수
시도,20시-22시,7,05,사망자수
시도,22시-24시,9,05,사망자수
군도,00시-02시,0,05,사망자수
군도,02시-04시,0,05,사망자수
군도,04시-06시,0,05,사망자수
군도,06시-08시,1,05,사망자수
군도,08시-10시,3,05,사망자수
군도,10시-12시,2,05,사망자수
군도,12시-14시,6,05,사망자수
군도,14시-16시,2,05,사망자수
군도,16시-18시,5,05,사망자수
군도,18시-20시,2,05,사망자수
군도,20시-22시,0,05,사망자수
군도,22시-24시,0,05,사망자수
고속국도,00시-02시,1,05,사망자수
고속국도,02시-04시,2,05,사망자수
고속국도,04시-06시,6,05,사망자수
고속국도,06시-08시,0,05,사망자수
고속국도,08시-10시,0,05,사망자수
고속국도,10시-12시,2,05,사망자수
고속국도,12시-14시,2,05,사망자수
고속국도,14시-16시,2,05,사망자수
고속국도,16시-18시,1,05,사망자수
고속국도,18시-20시,2,05,사망자수
고속국도,20시-22시,1,05,사망자수
고속국도,22시-24시,1,05,사망자수
일반국도,00시-02시,64,05,부상자수
일반국도,02시-04시,29,05,부상자수
일반국도,04시-06시,52,05,부상자수
일반국도,06시-08시,154,05,부상자수
일반국도,08시-10시,241,05,부상자수
일반국도,10시-12시,247,05,부상자수
일반국도,12시-14시,358,05,부상자수
일반국도,14시-16시,350,05,부상자수
일반국도,16시-18시,371,05,부상자수
일반국도,18시-20시,311,05,부상자수
일반국도,20시-22시,244,05,부상자수
일반국도,22시-24시,157,05,부상자수
지방도,00시-02시,52,05,부상자수
지방도,02시-04시,28,05,부상자수
지방도,04시-06시,20,05,부상자수
지방도,06시-08시,132,05,부상자수
지방도,08시-10시,176,05,부상자수
지방도,10시-12시,197,05,부상자수
지방도,12시-14시,242,05,부상자수
지방도,14시-16시,253,05,부상자수
지방도,16시-18시,294,05,부상자수
지방도,18시-20시,232,05,부상자수
지방도,20시-22시,141,05,부상자수
지방도,22시-24시,106,05,부상자수
특별광역시도,00시-02시,344,05,부상자수
특별광역시도,02시-04시,171,05,부상자수
특별광역시도,04시-06시,216,05,부상자수
특별광역시도,06시-08시,443,05,부상자수
특별광역시도,08시-10시,842,05,부상자수
특별광역시도,10시-12시,873,05,부상자수
특별광역시도,12시-14시,1136,05,부상자수
특별광역시도,14시-16시,1229,05,부상자수
특별광역시도,16시-18시,1315,05,부상자수
특별광역시도,18시-20시,1157,05,부상자수
특별광역시도,20시-22시,1018,05,부상자수
특별광역시도,22시-24시,829,05,부상자수
시도,00시-02시,261,05,부상자수
시도,02시-04시,156,05,부상자수
시도,04시-06시,108,05,부상자수
시도,06시-08시,361,05,부상자수
시도,08시-10시,755,05,부상자수
시도,10시-12시,766,05,부상자수
시도,12시-14시,999,05,부상자수
시도,14시-16시,975,05,부상자수
시도,16시-18시,1142,05,부상자수
시도,18시-20시,1008,05,부상자수
시도,20시-22시,771,05,부상자수
시도,22시-24시,582,05,부상자수
군도,00시-02시,11,05,부상자수
군도,02시-04시,14,05,부상자수
군도,04시-06시,17,05,부상자수
군도,06시-08시,34,05,부상자수
군도,08시-10시,109,05,부상자수
군도,10시-12시,107,05,부상자수
군도,12시-14시,122,05,부상자수
군도,14시-16시,109,05,부상자수
군도,16시-18시,105,05,부상자수
군도,18시-20시,99,05,부상자수
군도,20시-22시,65,05,부상자수
군도,22시-24시,26,05,부상자수
고속국도,00시-02시,25,05,부상자수
고속국도,02시-04시,48,05,부상자수
고속국도,04시-06시,36,05,부상자수
고속국도,06시-08시,40,05,부상자수
고속국도,08시-10시,73,05,부상자수
고속국도,10시-12시,147,05,부상자수
고속국도,12시-14시,103,05,부상자수
고속국도,14시-16시,169,05,부상자수
고속국도,16시-18시,107,05,부상자수
고속국도,18시-20시,79,05,부상자수
고속국도,20시-22시,59,05,부상자수
고속국도,22시-24시,60,05,부상자수
일반국도,00시-02시,55,06,사고건수
일반국도,02시-04시,21,06,사고건수
일반국도,04시-06시,27,06,사고건수
일반국도,06시-08시,104,06,사고건수
일반국도,08시-10시,186,06,사고건수
일반국도,10시-12시,181,06,사고건수
일반국도,12시-14시,202,06,사고건수
일반국도,14시-16시,209,06,사고건수
일반국도,16시-18시,229,06,사고건수
일반국도,18시-20시,181,06,사고건수
일반국도,20시-22시,131,06,사고건수
일반국도,22시-24시,128,06,사고건수
지방도,00시-02시,29,06,사고건수
지방도,02시-04시,17,06,사고건수
지방도,04시-06시,10,06,사고건수
지방도,06시-08시,72,06,사고건수
지방도,08시-10시,121,06,사고건수
지방도,10시-12시,149,06,사고건수
지방도,12시-14시,152,06,사고건수
지방도,14시-16시,167,06,사고건수
지방도,16시-18시,181,06,사고건수
지방도,18시-20시,110,06,사고건수
지방도,20시-22시,97,06,사고건수
지방도,22시-24시,65,06,사고건수
특별광역시도,00시-02시,247,06,사고건수
특별광역시도,02시-04시,120,06,사고건수
특별광역시도,04시-06시,114,06,사고건수
특별광역시도,06시-08시,333,06,사고건수
특별광역시도,08시-10시,678,06,사고건수
특별광역시도,10시-12시,695,06,사고건수
특별광역시도,12시-14시,778,06,사고건수
특별광역시도,14시-16시,839,06,사고건수
특별광역시도,16시-18시,902,06,사고건수
특별광역시도,18시-20시,922,06,사고건수
특별광역시도,20시-22시,690,06,사고건수
특별광역시도,22시-24시,621,06,사고건수
시도,00시-02시,156,06,사고건수
시도,02시-04시,77,06,사고건수
시도,04시-06시,98,06,사고건수
시도,06시-08시,279,06,사고건수
시도,08시-10시,622,06,사고건수
시도,10시-12시,579,06,사고건수
시도,12시-14시,597,06,사고건수
시도,14시-16시,669,06,사고건수
시도,16시-18시,812,06,사고건수
시도,18시-20시,705,06,사고건수
시도,20시-22시,544,06,사고건수
시도,22시-24시,392,06,사고건수
군도,00시-02시,12,06,사고건수
군도,02시-04시,4,06,사고건수
군도,04시-06시,7,06,사고건수
군도,06시-08시,42,06,사고건수
군도,08시-10시,71,06,사고건수
군도,10시-12시,83,06,사고건수
군도,12시-14시,98,06,사고건수
군도,14시-16시,98,06,사고건수
군도,16시-18시,113,06,사고건수
군도,18시-20시,76,06,사고건수
군도,20시-22시,49,06,사고건수
군도,22시-24시,16,06,사고건수
고속국도,00시-02시,13,06,사고건수
고속국도,02시-04시,11,06,사고건수
고속국도,04시-06시,13,06,사고건수
고속국도,06시-08시,33,06,사고건수
고속국도,08시-10시,32,06,사고건수
고속국도,10시-12시,46,06,사고건수
고속국도,12시-14시,52,06,사고건수
고속국도,14시-16시,55,06,사고건수
고속국도,16시-18시,59,06,사고건수
고속국도,18시-20시,46,06,사고건수
고속국도,20시-22시,28,06,사고건수
고속국도,22시-24시,34,06,사고건수
일반국도,00시-02시,5,06,사망자수
일반국도,02시-04시,1,06,사망자수
일반국도,04시-06시,2,06,사망자수
일반국도,06시-08시,6,06,사망자수
일반국도,08시-10시,6,06,사망자수
일반국도,10시-12시,7,06,사망자수
일반국도,12시-14시,4,06,사망자수
일반국도,14시-16시,8,06,사망자수
일반국도,16시-18시,0,06,사망자수
일반국도,18시-20시,2,06,사망자수
일반국도,20시-22시,8,06,사망자수
일반국도,22시-24시,6,06,사망자수
지방도,00시-02시,1,06,사망자수
지방도,02시-04시,0,06,사망자수
지방도,04시-06시,1,06,사망자수
지방도,06시-08시,3,06,사망자수
지방도,08시-10시,1,06,사망자수
지방도,10시-12시,2,06,사망자수
지방도,12시-14시,4,06,사망자수
지방도,14시-16시,4,06,사망자수
지방도,16시-18시,3,06,사망자수
지방도,18시-20시,2,06,사망자수
지방도,20시-22시,1,06,사망자수
지방도,22시-24시,2,06,사망자수
특별광역시도,00시-02시,7,06,사망자수
특별광역시도,02시-04시,1,06,사망자수
특별광역시도,04시-06시,2,06,사망자수
특별광역시도,06시-08시,5,06,사망자수
특별광역시도,08시-10시,3,06,사망자수
특별광역시도,10시-12시,8,06,사망자수
특별광역시도,12시-14시,2,06,사망자수
특별광역시도,14시-16시,4,06,사망자수
특별광역시도,16시-18시,4,06,사망자수
특별광역시도,18시-20시,3,06,사망자수
특별광역시도,20시-22시,4,06,사망자수
특별광역시도,22시-24시,5,06,사망자수
시도,00시-02시,7,06,사망자수
시도,02시-04시,4,06,사망자수
시도,04시-06시,8,06,사망자수
시도,06시-08시,3,06,사망자수
시도,08시-10시,5,06,사망자수
시도,10시-12시,6,06,사망자수
시도,12시-14시,4,06,사망자수
시도,14시-16시,3,06,사망자수
시도,16시-18시,2,06,사망자수
시도,18시-20시,5,06,사망자수
시도,20시-22시,6,06,사망자수
시도,22시-24시,6,06,사망자수
군도,00시-02시,1,06,사망자수
군도,02시-04시,1,06,사망자수
군도,04시-06시,0,06,사망자수
군도,06시-08시,2,06,사망자수
군도,08시-10시,3,06,사망자수
군도,10시-12시,0,06,사망자수
군도,12시-14시,4,06,사망자수
군도,14시-16시,3,06,사망자수
군도,16시-18시,1,06,사망자수
군도,18시-20시,3,06,사망자수
군도,20시-22시,1,06,사망자수
군도,22시-24시,0,06,사망자수
고속국도,00시-02시,0,06,사망자수
고속국도,02시-04시,2,06,사망자수
고속국도,04시-06시,2,06,사망자수
고속국도,06시-08시,0,06,사망자수
고속국도,08시-10시,0,06,사망자수
고속국도,10시-12시,3,06,사망자수
고속국도,12시-14시,0,06,사망자수
고속국도,14시-16시,1,06,사망자수
고속국도,16시-18시,1,06,사망자수
고속국도,18시-20시,0,06,사망자수
고속국도,20시-22시,0,06,사망자수
고속국도,22시-24시,2,06,사망자수
일반국도,00시-02시,76,06,부상자수
일반국도,02시-04시,32,06,부상자수
일반국도,04시-06시,37,06,부상자수
일반국도,06시-08시,160,06,부상자수
일반국도,08시-10시,270,06,부상자수
일반국도,10시-12시,284,06,부상자수
일반국도,12시-14시,350,06,부상자수
일반국도,14시-16시,374,06,부상자수
일반국도,16시-18시,369,06,부상자수
일반국도,18시-20시,270,06,부상자수
일반국도,20시-22시,196,06,부상자수
일반국도,22시-24시,203,06,부상자수
지방도,00시-02시,38,06,부상자수
지방도,02시-04시,25,06,부상자수
지방도,04시-06시,14,06,부상자수
지방도,06시-08시,94,06,부상자수
지방도,08시-10시,192,06,부상자수
지방도,10시-12시,216,06,부상자수
지방도,12시-14시,252,06,부상자수
지방도,14시-16시,287,06,부상자수
지방도,16시-18시,271,06,부상자수
지방도,18시-20시,159,06,부상자수
지방도,20시-22시,140,06,부상자수
지방도,22시-24시,96,06,부상자수
특별광역시도,00시-02시,350,06,부상자수
특별광역시도,02시-04시,168,06,부상자수
특별광역시도,04시-06시,156,06,부상자수
특별광역시도,06시-08시,431,06,부상자수
특별광역시도,08시-10시,919,06,부상자수
특별광역시도,10시-12시,926,06,부상자수
특별광역시도,12시-14시,1038,06,부상자수
특별광역시도,14시-16시,1162,06,부상자수
특별광역시도,16시-18시,1246,06,부상자수
특별광역시도,18시-20시,1267,06,부상자수
특별광역시도,20시-22시,947,06,부상자수
특별광역시도,22시-24시,910,06,부상자수
시도,00시-02시,209,06,부상자수
시도,02시-04시,98,06,부상자수
시도,04시-06시,138,06,부상자수
시도,06시-08시,406,06,부상자수
시도,08시-10시,869,06,부상자수
시도,10시-12시,832,06,부상자수
시도,12시-14시,905,06,부상자수
시도,14시-16시,983,06,부상자수
시도,16시-18시,1182,06,부상자수
시도,18시-20시,935,06,부상자수
시도,20시-22시,763,06,부상자수
시도,22시-24시,601,06,부상자수
군도,00시-02시,16,06,부상자수
군도,02시-04시,9,06,부상자수
군도,04시-06시,8,06,부상자수
군도,06시-08시,59,06,부상자수
군도,08시-10시,97,06,부상자수
군도,10시-12시,123,06,부상자수
군도,12시-14시,143,06,부상자수
군도,14시-16시,148,06,부상자수
군도,16시-18시,185,06,부상자수
군도,18시-20시,109,06,부상자수
군도,20시-22시,78,06,부상자수
군도,22시-24시,20,06,부상자수
고속국도,00시-02시,28,06,부상자수
고속국도,02시-04시,14,06,부상자수
고속국도,04시-06시,19,06,부상자수
고속국도,06시-08시,56,06,부상자수
고속국도,08시-10시,50,06,부상자수
고속국도,10시-12시,98,06,부상자수
고속국도,12시-14시,108,06,부상자수
고속국도,14시-16시,115,06,부상자수
고속국도,16시-18시,131,06,부상자수
고속국도,18시-20시,76,06,부상자수
고속국도,20시-22시,45,06,부상자수
고속국도,22시-24시,75,06,부상자수
