도로종류,시간대,사고수,월,유형
일반국도,00시-02시,52,07,사고건수
일반국도,02시-04시,19,07,사고건수
일반국도,04시-06시,41,07,사고건수
일반국도,06시-08시,88,07,사고건수
일반국도,08시-10시,167,07,사고건수
일반국도,10시-12시,201,07,사고건수
일반국도,12시-14시,194,07,사고건수
일반국도,14시-16시,205,07,사고건수
일반국도,16시-18시,207,07,사고건수
일반국도,18시-20시,180,07,사고건수
일반국도,20시-22시,155,07,사고건수
일반국도,22시-24시,96,07,사고건수
지방도,00시-02시,55,07,사고건수
지방도,02시-04시,15,07,사고건수
지방도,04시-06시,25,07,사고건수
지방도,06시-08시,68,07,사고건수
지방도,08시-10시,126,07,사고건수
지방도,10시-12시,154,07,사고건수
지방도,12시-14시,156,07,사고건수
지방도,14시-16시,166,07,사고건수
지방도,16시-18시,194,07,사고건수
지방도,18시-20시,170,07,사고건수
지방도,20시-22시,131,07,사고건수
지방도,22시-24시,80,07,사고건수
특별광역시도,00시-02시,254,07,사고건수
특별광역시도,02시-04시,119,07,사고건수
특별광역시도,04시-06시,129,07,사고건수
특별광역시도,06시-08시,308,07,사고건수
특별광역시도,08시-10시,669,07,사고건수
특별광역시도,10시-12시,773,07,사고건수
특별광역시도,12시-14시,805,07,사고건수
특별광역시도,14시-16시,800,07,사고건수
특별광역시도,16시-18시,939,07,사고건수
특별광역시도,18시-20시,888,07,사고건수
특별광역시도,20시-22시,690,07,사고건수
특별광역시도,22시-24시,558,07,사고건수
시도,00시-02시,188,07,사고건수
시도,02시-04시,78,07,사고건수
시도,04시-06시,102,07,사고건수
시도,06시-08시,298,07,사고건수
시도,08시-10시,602,07,사고건수
시도,10시-12시,604,07,사고건수
시도,12시-14시,690,07,사고건수
시도,14시-16시,634,07,사고건수
시도,16시-18시,793,07,사고건수
시도,18시-20시,827,07,사고건수
시도,20시-22시,621,07,사고건수
시도,22시-24시,415,07,사고건수
군도,00시-02시,11,07,사고건수
군도,02시-04시,8,07,사고건수
군도,04시-06시,9,07,사고건수
군도,06시-08시,48,07,사고건수
군도,08시-10시,78,07,사고건수
군도,10시-12시,92,07,사고건수
군도,12시-14시,89,07,사고건수
군도,14시-16시,91,07,사고건수
군도,16시-18시,103,07,사고건수
군도,18시-20시,66,07,사고건수
군도,20시-22시,34,07,사고건수
군도,22시-24시,25,07,사고건수
고속국도,00시-02시,15,07,사고건수
고속국도,02시-04시,14,07,사고건수
고속국도,04시-06시,10,07,사고건수
고속국도,06시-08시,25,07,사고건수
고속국도,08시-10시,48,07,사고건수
고속국도,10시-12시,49,07,사고건수
고속국도,12시-14시,38,07,사고건수
고속국도,14시-16시,69,07,사고건수
고속국도,16시-18시,66,07,사고건수
고속국도,18시-20시,49,07,사고건수
고속국도,20시-22시,27,07,사고건수
고속국도,22시-24시,32,07,사고건수
일반국도,00시-02시,6,07,사망자수
일반국도,02시-04시,0,07,사망자수
일반국도,04시-06시,3,07,사망자수
일반국도,06시-08시,1,07,사망자수
일반국도,08시-10시,2,07,사망자수
일반국도,10시-12시,3,07,사망자수
일반국도,12시-14시,6,07,사망자수
일반국도,14시-16시,1,07,사망자수
일반국도,16시-18시,3,07,사망자수
일반국도,18시-20시,3,07,사망자수
일반국도,20시-22시,5,07,사망자수
일반국도,22시-24시,1,07,사망자수
지방도,00시-02시,1,07,사망자수
지방도,02시-04시,0,07,사망자수
지방도,04시-06시,2,07,사망자수
지방도,06시-08시,2,07,사망자수
지방도,08시-10시,3,07,사망자수
지방도,10시-12시,1,07,사망자수
지방도,12시-14시,3,07,사망자수
지방도,14시-16시,5,07,사망자수
지방도,16시-18시,1,07,사망자수
지방도,18시-20시,3,07,사망자수
지방도,20시-22시,6,07,사망자수
지방도,22시-24시,1,07,사망자수
특별광역시도,00시-02시,6,07,사망자수
특별광역시도,02시-04시,7,07,사망자수
특별광역시도,04시-06시,4,07,사망자수
특별광역시도,06시-08시,7,07,사망자수
특별광역시도,08시-10시,4,07,사망자수
특별광역시도,10시-12시,13,07,사망자수
특별광역시도,12시-14시,3,07,사망자수
특별광역시도,14시-16시,5,07,사망자수
특별광역시도,16시-18시,4,07,사망자수
특별광역시도,18시-20시,3,07,사망자수
특별광역시도,20시-22시,9,07,사망자수
특별광역시도,22시-24시,4,07,사망자수
시도,00시-02시,2,07,사망자수
시도,02시-04시,7,07,사망자수
시도,04시-06시,8,07,사망자수
시도,06시-08시,4,07,사망자수
시도,08시-10시,14,07,사망자수
시도,10시-12시,4,07,사망자수
시도,12시-14시,3,07,사망자수
시도,14시-16시,10,07,사망자수
시도,16시-18시,2,07,사망자수
시도,18시-20시,4,07,사망자수
시도,20시-22시,10,07,사망자수
시도,22시-24시,4,07,사망자수
군도,00시-02시,1,07,사망자수
군도,02시-04시,0,07,사망자수
군도,04시-06시,1,07,사망자수
군도,06시-08시,4,07,사망자수
군도,08시-10시,4,07,사망자수
군도,10시-12시,3,07,사망자수
군도,12시-14시,3,07,사망자수
군도,14시-16시,3,07,사망자수
군도,16시-18시,4,07,사망자수
군도,18시-20시,2,07,사망자수
군도,20시-22시,1,07,사망자수
군도,22시-24시,2,07,사망자수
고속국도,00시-02시,0,07,사망자수
고속국도,02시-04시,4,07,사망자수
고속국도,04시-06시,0,07,사망자수
고속국도,06시-08시,0,07,사망자수
고속국도,08시-10시,1,07,사망자수
고속국도,10시-12시,0,07,사망자수
고속국도,12시-14시,3,07,사망자수
고속국도,14시-16시,0,07,사망자수
고속국도,16시-18시,1,07,사망자수
고속국도,18시-20시,0,07,사망자수
고속국도,20시-22시,0,07,사망자수
고속국도,22시-24시,1,07,사망자수
일반국도,00시-02시,78,07,부상자수
일반국도,02시-04시,36,07,부상자수
일반국도,04시-06시,62,07,부상자수
일반국도,06시-08시,130,07,부상자수
일반국도,08시-10시,244,07,부상자수
일반국도,10시-12시,329,07,부상자수
일반국도,12시-14시,347,07,부상자수
일반국도,14시-16시,370,07,부상자수
일반국도,16시-18시,340,07,부상자수
일반국도,18시-20시,285,07,부상자수
일반국도,20시-22시,247,07,부상자수
일반국도,22시-24시,149,07,부상자수
지방도,00시-02시,90,07,부상자수
지방도,02시-04시,19,07,부상자수
지방도,04시-06시,35,07,부상자수
지방도,06시-08시,100,07,부상자수
지방도,08시-10시,198,07,부상자수
지방도,10시-12시,236,07,부상자수
지방도,12시-14시,258,07,부상자수
지방도,14시-16시,258,07,부상자수
지방도,16시-18시,311,07,부상자수
지방도,18시-20시,249,07,부상자수
지방도,20시-22시,201,07,부상자수
지방도,22시-24시,108,07,부상자수
특별광역시도,00시-02시,359,07,부상자수
특별광역시도,02시-04시,166,07,부상자수
특별광역시도,04시-06시,179,07,부상자수
특별광역시도,06시-08시,392,07,부상자수
특별광역시도,08시-10시,912,07,부상자수
특별광역시도,10시-12시,1032,07,부상자수
특별광역시도,12시-14시,1110,07,부상자수
특별광역시도,14시-16시,1112,07,부상자수
특별광역시도,16시-18시,1251,07,부상자수
특별광역시도,18시-20시,1233,07,부상자수
특별광역시도,20시-22시,946,07,부상자수
특별광역시도,22시-24시,799,07,부상자수
시도,00시-02시,292,07,부상자수
시도,02시-04시,105,07,부상자수
시도,04시-06시,139,07,부상자수
시도,06시-08시,394,07,부상자수
시도,08시-10시,832,07,부상자수
시도,10시-12시,888,07,부상자수
시도,12시-14시,990,07,부상자수
시도,14시-16시,914,07,부상자수
시도,16시-18시,1118,07,부상자수
시도,18시-20시,1146,07,부상자수
시도,20시-22시,861,07,부상자수
시도,22시-24시,597,07,부상자수
군도,00시-02시,15,07,부상자수
군도,02시-04시,10,07,부상자수
군도,04시-06시,10,07,부상자수
군도,06시-08시,65,07,부상자수
군도,08시-10시,144,07,부상자수
군도,10시-12시,147,07,부상자수
군도,12시-14시,135,07,부상자수
군도,14시-16시,121,07,부상자수
군도,16시-18시,138,07,부상자수
군도,18시-20시,83,07,부상자수
군도,20시-22시,42,07,부상자수
군도,22시-24시,33,07,부상자수
고속국도,00시-02시,31,07,부상자수
고속국도,02시-04시,15,07,부상자수
고속국도,04시-06시,25,07,부상자수
고속국도,06시-08시,47,07,부상자수
고속국도,08시-10시,81,07,부상자수
고속국도,10시-12시,113,07,부상자수
고속국도,12시-14시,81,07,부상자수
고속국도,14시-16시,162,07,부상자수
고속국도,16시-18시,140,07,부상자수
고속국도,18시-20시,105,07,부상자수
고속국도,20시-22시,32,07,부상자수
고속국도,22시-24시,62,07,부상자수
일반국도,00시-02시,40,08,사고건수
일반국도,02시-04시,18,08,사고건수
일반국도,04시-06시,43,08,사고건수
일반국도,06시-08시,91,08,사고건수
일반국도,08시-10시,160,08,사고건수
일반국도,10시-12시,171,08,사고건수
일반국도,12시-14시,218,08,사고건수
일반국도,14시-16시,182,08,사고건수
일반국도,16시-18시,181,08,사고건수
일반국도,18시-20시,191,08,사고건수
일반국도,20시-22시,167,08,사고건수
일반국도,22시-24시,76,08,사고건수
지방도,00시-02시,27,08,사고건수
지방도,02시-04시,13,08,사고건수
지방도,04시-06시,22,08,사고건수
지방도,06시-08시,53,08,사고건수
지방도,08시-10시,114,08,사고건수
지방도,10시-12시,145,08,사고건수
지방도,12시-14시,151,08,사고건수
지방도,14시-16시,171,08,사고건수
지방도,16시-18시,158,08,사고건수
지방도,18시-20시,148,08,사고건수
지방도,20시-22시,123,08,사고건수
지방도,22시-24시,54,08,사고건수
특별광역시도,00시-02시,169,08,사고건수
특별광역시도,02시-04시,89,08,사고건수
특별광역시도,04시-06시,116,08,사고건수
특별광역시도,06시-08시,288,08,사고건수
특별광역시도,08시-10시,558,08,사고건수
특별광역시도,10시-12시,663,08,사고건수
특별광역시도,12시-14시,772,08,사고건수
특별광역시도,14시-16시,763,08,사고건수
특별광역시도,16시-18시,863,08,사고건수
특별광역시도,18시-20시,897,08,사고건수
특별광역시도,20시-22시,732,08,사고건수
특별광역시도,22시-24시,526,08,사고건수
시도,00시-02시,121,08,사고건수
시도,02시-04시,59,08,사고건수
시도,04시-06시,78,08,사고건수
시도,06시-08시,235,08,사고건수
시도,08시-10시,491,08,사고건수
시도,10시-12시,557,08,사고건수
시도,12시-14시,616,08,사고건수
시도,14시-16시,629,08,사고건수
시도,16시-18시,696,08,사고건수
시도,18시-20시,706,08,사고건수
시도,20시-22시,565,08,사고건수
시도,22시-24시,366,08,사고건수
군도,00시-02시,7,08,사고건수
군도,02시-04시,7,08,사고건수
군도,04시-06시,6,08,사고건수
군도,06시-08시,34,08,사고건수
군도,08시-10시,73,08,사고건수
군도,10시-12시,67,08,사고건수
군도,12시-14시,90,08,사고건수
군도,14시-16시,91,08,사고건수
군도,16시-18시,87,08,사고건수
군도,18시-20시,61,08,사고건수
군도,20시-22시,48,08,사고건수
군도,22시-24시,26,08,사고건수
고속국도,00시-02시,16,08,사고건수
고속국도,02시-04시,4,08,사고건수
고속국도,04시-06시,11,08,사고건수
고속국도,06시-08시,20,08,사고건수
고속국도,08시-10시,34,08,사고건수
고속국도,10시-12시,47,08,사고건수
고속국도,12시-14시,56,08,사고건수
고속국도,14시-16시,64,08,사고건수
고속국도,16시-18시,66,08,사고건수
고속국도,18시-20시,44,08,사고건수
고속국도,20시-22시,39,08,사고건수
고속국도,22시-24시,21,08,사고건수
일반국도,00시-02시,3,08,사망자수
일반국도,02시-04시,0,08,사망자수
일반국도,04시-06시,5,08,사망자수
일반국도,06시-08시,2,08,사망자수
일반국도,08시-10시,5,08,사망자수
일반국도,10시-12시,5,08,사망자수
일반국도,12시-14시,6,08,사망자수
일반국도,14시-16시,1,08,사망자수
일반국도,16시-18시,0,08,사망자수
일반국도,18시-20시,0,08,사망자수
일반국도,20시-22시,11,08,사망자수
일반국도,22시-24시,2,08,사망자수
지방도,00시-02시,2,08,사망자수
지방도,02시-04시,3,08,사망자수
지방도,04시-06시,0,08,사망자수
지방도,06시-08시,4,08,사망자수
지방도,08시-10시,1,08,사망자수
지방도,10시-12시,4,08,사망자수
지방도,12시-14시,1,08,사망자수
지방도,14시-16시,4,08,사망자수
지방도,16시-18시,5,08,사망자수
지방도,18시-20시,3,08,사망자수
지방도,20시-22시,3,08,사망자수
지방도,22시-24시,0,08,사망자수
특별광역시도,00시-02시,3,08,사망자수
특별광역시도,02시-04시,2,08,사망자수
특별광역시도,04시-06시,5,08,사망자수
특별광역시도,06시-08시,5,08,사망자수
특별광역시도,08시-10시,4,08,사망자수
특별광역시도,10시-12시,6,08,사망자수
특별광역시도,12시-14시,6,08,사망자수
특별광역시도,14시-16시,3,08,사망자수
특별광역시도,16시-18시,10,08,사망자수
특별광역시도,18시-20시,4,08,사망자수
특별광역시도,20시-22시,8,08,사망자수
특별광역시도,22시-24시,6,08,사망자수
시도,00시-02시,3,08,사망자수
시도,02시-04시,7,08,사망자수
시도,04시-06시,7,08,사망자수
시도,06시-08시,3,08,사망자수
시도,08시-10시,8,08,사망자수
시도,10시-12시,6,08,사망자수
시도,12시-14시,4,08,사망자수
시도,14시-16시,4,08,사망자수
시도,16시-18시,6,08,사망자수
시도,18시-20시,7,08,사망자수
시도,20시-22시,6,08,사망자수
시도,22시-24시,8,08,사망자수
군도,00시-02시,0,08,사망자수
군도,02시-04시,0,08,사망자수
군도,04시-06시,0,08,사망자수
군도,06시-08시,1,08,사망자수
군도,08시-10시,2,08,사망자수
군도,10시-12시,0,08,사망자수
군도,12시-14시,3,08,사망자수
군도,14시-16시,4,08,사망자수
군도,16시-18시,2,08,사망자수
군도,18시-20시,2,08,사망자수
군도,20시-22시,2,08,사망자수
군도,22시-24시,3,08,사망자수
고속국도,00시-02시,4,08,사망자수
고속국도,02시-04시,1,08,사망자수
고속국도,04시-06시,0,08,사망자수
고속국도,06시-08시,0,08,사망자수
고속국도,08시-10시,2,08,사망자수
고속국도,10시-12시,0,08,사망자수
고속국도,12시-14시,0,08,사망자수
고속국도,14시-16시,5,08,사망자수
고속국도,16시-18시,0,08,사망자수
고속국도,18시-20시,0,08,사망자수
고속국도,20시-22시,3,08,사망자수
고속국도,22시-24시,2,08,사망자수
일반국도,00시-02시,68,08,부상자수
일반국도,02시-04시,25,08,부상자수
일반국도,04시-06시,51,08,부상자수
일반국도,06시-08시,125,08,부상자수
일반국도,08시-10시,237,08,부상자수
일반국도,10시-12시,293,08,부상자수
일반국도,12시-14시,374,08,부상자수
일반국도,14시-16시,310,08,부상자수
일반국도,16시-18시,299,08,부상자수
일반국도,18시-20시,289,08,부상자수
일반국도,20시-22시,259,08,부상자수
일반국도,22시-24시,111,08,부상자수
지방도,00시-02시,35,08,부상자수
지방도,02시-04시,21,08,부상자수
지방도,04시-06시,29,08,부상자수
지방도,06시-08시,67,08,부상자수
지방도,08시-10시,168,08,부상자수
지방도,10시-12시,201,08,부상자수
지방도,12시-14시,251,08,부상자수
지방도,14시-16시,273,08,부상자수
지방도,16시-18시,250,08,부상자수
지방도,18시-20시,228,08,부상자수
지방도,20시-22시,189,08,부상자수
지방도,22시-24시,79,08,부상자수
특별광역시도,00시-02시,225,08,부상자수
특별광역시도,02시-04시,130,08,부상자수
특별광역시도,04시-06시,152,08,부상자수
특별광역시도,06시-08시,379,08,부상자수
특별광역시도,08시-10시,751,08,부상자수
특별광역시도,10시-12시,919,08,부상자수
특별광역시도,12시-14시,1080,08,부상자수
특별광역시도,14시-16시,1066,08,부상자수
특별광역시도,16시-18시,1216,08,부상자수
특별광역시도,18시-20시,1195,08,부상자수
특별광역시도,20시-22시,1031,08,부상자수
특별광역시도,22시-24시,731,08,부상자수
시도,00시-02시,176,08,부상자수
시도,02시-04시,88,08,부상자수
시도,04시-06시,108,08,부상자수
시도,06시-08시,330,08,부상자수
시도,08시-10시,704,08,부상자수
시도,10시-12시,796,08,부상자수
시도,12시-14시,924,08,부상자수
시도,14시-16시,958,08,부상자수
시도,16시-18시,1009,08,부상자수
시도,18시-20시,977,08,부상자수
시도,20시-22시,797,08,부상자수
시도,22시-24시,522,08,부상자수
군도,00시-02시,7,08,부상자수
군도,02시-04시,17,08,부상자수
군도,04시-06시,12,08,부상자수
군도,06시-08시,46,08,부상자수
군도,08시-10시,100,08,부상자수
군도,10시-12시,93,08,부상자수
군도,12시-14시,121,08,부상자수
군도,14시-16시,159,08,부상자수
군도,16시-18시,135,08,부상자수
군도,18시-20시,91,08,부상자수
군도,20시-22시,61,08,부상자수
군도,22시-24시,35,08,부상자수
고속국도,00시-02시,31,08,부상자수
고속국도,02시-04시,8,08,부상자수
고속국도,04시-06시,14,08,부상자수
고속국도,06시-08시,28,08,부상자수
고속국도,08시-10시,74,08,부상자수
고속국도,10시-12시,110,08,부상자수
고속국도,12시-14시,141,08,부상자수
고속국도,14시-16시,138,08,부상자수
고속국도,16시-18시,131,08,부상자수
고속국도,18시-20시,90,08,부상자수
고속국도,20시-22시,81,08,부상자수
고속국도,22시-24시,54,08,부상자수
일반국도,00시-02시,27,09,사고건수
일반국도,02시-04시,15,09,사고건수
일반국도,04시-06시,46,09,사고건수
일반국도,06시-08시,94,09,사고건수
일반국도,08시-10시,184,09,사고건수
일반국도,10시-12시,195,09,사고건수
일반국도,12시-14시,163,09,사고건수
일반국도,14시-16시,200,09,사고건수
일반국도,16시-18시,205,09,사고건수
일반국도,18시-20시,243,09,사고건수
일반국도,20시-22시,171,09,사고건수
일반국도,22시-24시,108,09,사고건수
지방도,00시-02시,27,09,사고건수
지방도,02시-04시,19,09,사고건수
지방도,04시-06시,19,09,사고건수
지방도,06시-08시,66,09,사고건수
지방도,08시-10시,122,09,사고건수
지방도,10시-12시,142,09,사고건수
지방도,12시-14시,150,09,사고건수
지방도,14시-16시,128,09,사고건수
지방도,16시-18시,169,09,사고건수
지방도,18시-20시,161,09,사고건수
지방도,20시-22시,102,09,사고건수
지방도,22시-24시,50,09,사고건수
특별광역시도,00시-02시,206,09,사고건수
특별광역시도,02시-04시,90,09,사고건수
특별광역시도,04시-06시,118,09,사고건수
특별광역시도,06시-08시,294,09,사고건수
특별광역시도,08시-10시,604,09,사고건수
특별광역시도,10시-12시,671,09,사고건수
특별광역시도,12시-14시,783,09,사고건수
특별광역시도,14시-16시,833,09,사고건수
특별광역시도,16시-18시,885,09,사고건수
특별광역시도,18시-20시,925,09,사고건수
특별광역시도,20시-22시,676,09,사고건수
특별광역시도,22시-24시,536,09,사고건수
시도,00시-02시,118,09,사고건수
시도,02시-04시,51,09,사고건수
시도,04시-06시,109,09,사고건수
시도,06시-08시,236,09,사고건수
시도,08시-10시,542,09,사고건수
시도,10시-12시,567,09,사고건수
시도,12시-14시,643,09,사고건수
시도,14시-16시,669,09,사고건수
시도,16시-18시,791,09,사고건수
시도,18시-20시,774,09,사고건수
시도,20시-22시,495,09,사고건수
시도,22시-24시,381,09,사고건수
군도,00시-02시,6,09,사고건수
군도,02시-04시,5,09,사고건수
군도,04시-06시,5,09,사고건수
군도,06시-08시,42,09,사고건수
군도,08시-10시,79,09,사고건수
군도,10시-12시,78,09,사고건수
군도,12시-14시,78,09,사고건수
군도,14시-16시,80,09,사고건수
군도,16시-18시,101,09,사고건수
군도,18시-20시,73,09,사고건수
군도,20시-22시,34,09,사고건수
군도,22시-24시,22,09,사고건수
고속국도,00시-02시,16,09,사고건수
고속국도,02시-04시,9,09,사고건수
고속국도,04시-06시,14,09,사고건수
고속국도,06시-08시,28,09,사고건수
고속국도,08시-10시,34,09,사고건수
고속국도,10시-12시,46,09,사고건수
고속국도,12시-14시,49,09,사고건수
고속국도,14시-16시,69,09,사고건수
고속국도,16시-18시,57,09,사고건수
고속국도,18시-20시,42,09,사고건수
고속국도,20시-22시,38,09,사고건수
고속국도,22시-24시,19,09,사고건수
일반국도,00시-02시,1,09,사망자수
일반국도,02시-04시,1,09,사망자수
일반국도,04시-06시,3,09,사망자수
일반국도,06시-08시,4,09,사망자수
일반국도,08시-10시,2,09,사망자수
일반국도,10시-12시,9,09,사망자수
일반국도,12시-14시,3,09,사망자수
일반국도,14시-16시,3,09,사망자수
일반국도,16시-18시,3,09,사망자수
일반국도,18시-20시,3,09,사망자수
일반국도,20시-22시,2,09,사망자수
일반국도,22시-24시,7,09,사망자수
지방도,00시-02시,4,09,사망자수
지방도,02시-04시,3,09,사망자수
지방도,04시-06시,1,09,사망자수
지방도,06시-08시,0,09,사망자수
지방도,08시-10시,1,09,사망자수
지방도,10시-12시,6,09,사망자수
지방도,12시-14시,1,09,사망자수
지방도,14시-16시,1,09,사망자수
지방도,16시-18시,3,09,사망자수
지방도,18시-20시,2,09,사망자수
지방도,20시-22시,1,09,사망자수
지방도,22시-24시,2,09,사망자수
특별광역시도,00시-02시,6,09,사망자수
특별광역시도,02시-04시,4,09,사망자수
특별광역시도,04시-06시,5,09,사망자수
특별광역시도,06시-08시,2,09,사망자수
특별광역시도,08시-10시,5,09,사망자수
특별광역시도,10시-12시,3,09,사망자수
특별광역시도,12시-14시,8,09,사망자수
특별광역시도,14시-16시,6,09,사망자수
특별광역시도,16시-18시,7,09,사망자수
특별광역시도,18시-20시,7,09,사망자수
특별광역시도,20시-22시,5,09,사망자수
특별광역시도,22시-24시,3,09,사망자수
시도,00시-02시,7,09,사망자수
시도,02시-04시,4,09,사망자수
시도,04시-06시,9,09,사망자수
시도,06시-08시,1,09,사망자수
시도,08시-10시,3,09,사망자수
시도,10시-12시,7,09,사망자수
시도,12시-14시,7,09,사망자수
시도,14시-16시,3,09,사망자수
시도,16시-18시,8,09,사망자수
시도,18시-20시,10,09,사망자수
시도,20시-22시,5,09,사망자수
시도,22시-24시,4,09,사망자수
군도,00시-02시,0,09,사망자수
군도,02시-04시,0,09,사망자수
군도,04시-06시,0,09,사망자수
군도,06시-08시,2,09,사망자수
군도,08시-10시,1,09,사망자수
군도,10시-12시,3,09,사망자수
군도,12시-14시,1,09,사망자수
군도,14시-16시,2,09,사망자수
군도,16시-18시,1,09,사망자수
군도,18시-20시,3,09,사망자수
군도,20시-22시,2,09,사망자수
군도,22시-24시,0,09,사망자수
고속국도,00시-02시,0,09,사망자수
고속국도,02시-04시,2,09,사망자수
고속국도,04시-06시,1,09,사망자수
고속국도,06시-08시,2,09,사망자수
고속국도,08시-10시,1,09,사망자수
고속국도,10시-12시,1,09,사망자수
고속국도,12시-14시,4,09,사망자수
고속국도,14시-16시,2,09,사망자수
고속국도,16시-18시,1,09,사망자수
고속국도,18시-20시,0,09,사망자수
고속국도,20시-22시,0,09,사망자수
고속국도,22시-24시,2,09,사망자수
일반국도,00시-02시,43,09,부상자수
일반국도,02시-04시,19,09,부상자수
일반국도,04시-06시,53,09,부상자수
일반국도,06시-08시,150,09,부상자수
일반국도,08시-10시,293,09,부상자수
일반국도,10시-12시,313,09,부상자수
일반국도,12시-14시,273,09,부상자수
일반국도,14시-16시,330,09,부상자수
일반국도,16시-18시,359,09,부상자수
일반국도,18시-20시,355,09,부상자수
일반국도,20시-22시,262,09,부상자수
일반국도,22시-24시,170,09,부상자수
지방도,00시-02시,32,09,부상자수
지방도,02시-04시,25,09,부상자수
지방도,04시-06시,20,09,부상자수
지방도,06시-08시,96,09,부상자수
지방도,08시-10시,159,09,부상자수
지방도,10시-12시,219,09,부상자수
지방도,12시-14시,245,09,부상자수
지방도,14시-16시,198,09,부상자수
지방도,16시-18시,283,09,부상자수
지방도,18시-20시,242,09,부상자수
지방도,20시-22시,143,09,부상자수
지방도,22시-24시,75,09,부상자수
특별광역시도,00시-02시,296,09,부상자수
특별광역시도,02시-04시,129,09,부상자수
특별광역시도,04시-06시,159,09,부상자수
특별광역시도,06시-08시,381,09,부상자수
특별광역시도,08시-10시,803,09,부상자수
특별광역시도,10시-12시,910,09,부상자수
특별광역시도,12시-14시,1019,09,부상자수
특별광역시도,14시-16시,1170,09,부상자수
특별광역시도,16시-18시,1216,09,부상자수
특별광역시도,18시-20시,1244,09,부상자수
특별광역시도,20시-22시,928,09,부상자수
특별광역시도,22시-24시,782,09,부상자수
시도,00시-02시,183,09,부상자수
시도,02시-04시,86,09,부상자수
시도,04시-06시,141,09,부상자수
시도,06시-08시,323,09,부상자수
시도,08시-10시,752,09,부상자수
시도,10시-12시,788,09,부상자수
시도,12시-14시,936,09,부상자수
시도,14시-16시,978,09,부상자수
시도,16시-18시,1156,09,부상자수
시도,18시-20시,1032,09,부상자수
시도,20시-22시,649,09,부상자수
시도,22시-24시,550,09,부상자수
군도,00시-02시,9,09,부상자수
군도,02시-04시,6,09,부상자수
군도,04시-06시,7,09,부상자수
군도,06시-08시,48,09,부상자수
군도,08시-10시,106,09,부상자수
군도,10시-12시,127,09,부상자수
군도,12시-14시,126,09,부상자수
군도,14시-16시,122,09,부상자수
군도,16시-18시,152,09,부상자수
군도,18시-20시,103,09,부상자수
군도,20시-22시,36,09,부상자수
군도,22시-24시,27,09,부상자수
고속국도,00시-02시,25,09,부상자수
고속국도,02시-04시,8,09,부상자수
고속국도,04시-06시,22,09,부상자수
고속국도,06시-08시,47,09,부상자수
고속국도,08시-10시,52,09,부상자수
고속국도,10시-12시,126,09,부상자수
고속국도,12시-14시,112,09,부상자수
고속국도,14시-16시,145,09,부상자수
고속국도,16시-18시,153,09,부상자수
고속국도,18시-20시,71,09,부상자수
고속국도,20시-22시,73,09,부상자수
고속국도,22시-24시,30,09,부상자수
