도로종류,시간대,사고수,월,유형
일반국도,00시-02시,39,10,사고건수
일반국도,02시-04시,13,10,사고건수
일반국도,04시-06시,51,10,사고건수
일반국도,06시-08시,94,10,사고건수
일반국도,08시-10시,194,10,사고건수
일반국도,10시-12시,169,10,사고건수
일반국도,12시-14시,202,10,사고건수
일반국도,14시-16시,217,10,사고건수
일반국도,16시-18시,226,10,사고건수
일반국도,18시-20시,311,10,사고건수
일반국도,20시-22시,148,10,사고건수
일반국도,22시-24시,139,10,사고건수
지방도,00시-02시,38,10,사고건수
지방도,02시-04시,7,10,사고건수
지방도,04시-06시,25,10,사고건수
지방도,06시-08시,74,10,사고건수
지방도,08시-10시,109,10,사고건수
지방도,10시-12시,122,10,사고건수
지방도,12시-14시,157,10,사고건수
지방도,14시-16시,165,10,사고건수
지방도,16시-18시,179,10,사고건수
지방도,18시-20시,238,10,사고건수
지방도,20시-22시,101,10,사고건수
지방도,22시-24시,65,10,사고건수
특별광역시도,00시-02시,211,10,사고건수
특별광역시도,02시-04시,77,10,사고건수
특별광역시도,04시-06시,130,10,사고건수
특별광역시도,06시-08시,315,10,사고건수
특별광역시도,08시-10시,631,10,사고건수
특별광역시도,10시-12시,723,10,사고건수
특별광역시도,12시-14시,744,10,사고건수
특별광역시도,14시-16시,787,10,사고건수
특별광역시도,16시-18시,880,10,사고건수
특별광역시도,18시-20시,1141,10,사고건수
특별광역시도,20시-22시,610,10,사고건수
특별광역시도,22시-24시,625,10,사고건수
시도,00시-02시,151,10,사고건수
시도,02시-04시,58,10,사고건수
시도,04시-06시,104,10,사고건수
시도,06시-08시,304,10,사고건수
시도,08시-10시,599,10,사고건수
시도,10시-12시,609,10,사고건수
시도,12시-14시,662,10,사고건수
시도,14시-16시,682,10,사고건수
시도,16시-18시,803,10,사고건수
시도,18시-20시,1046,10,사고건수
시도,20시-22시,521,10,사고건수
시도,22시-24시,465,10,사고건수
군도,00시-02시,8,10,사고건수
군도,02시-04시,9,10,사고건수
군도,04시-06시,7,10,사고건수
군도,06시-08시,38,10,사고건수
군도,08시-10시,88,10,사고건수
군도,10시-12시,57,10,사고건수
군도,12시-14시,79,10,사고건수
군도,14시-16시,111,10,사고건수
군도,16시-18시,81,10,사고건수
군도,18시-20시,113,10,사고건수
군도,20시-22시,40,10,사고건수
군도,22시-24시,23,10,사고건수
고속국도,00시-02시,15,10,사고건수
고속국도,02시-04시,6,10,사고건수
고속국도,04시-06시,12,10,사고건수
고속국도,06시-08시,41,10,사고건수
고속국도,08시-10시,28,10,사고건수
고속국도,10시-12시,49,10,사고건수
고속국도,12시-14시,49,10,사고건수
고속국도,14시-16시,56,10,사고건수
고속국도,16시-18시,54,10,사고건수
고속국도,18시-20시,62,10,사고건수
고속국도,20시-22시,40,10,사고건수
고속국도,22시-24시,35,10,사고건수
일반국도,00시-02시,1,10,사망자수
일반국도,02시-04시,2,10,사망자수
일반국도,04시-06시,3,10,사망자수
일반국도,06시-08시,7,10,사망자수
일반국도,08시-10시,3,10,사망자수
일반국도,10시-12시,6,10,사망자수
일반국도,12시-14시,6,10,사망자수
일반국도,14시-16시,5,10,사망자수
일반국도,16시-18시,3,10,사망자수
일반국도,18시-20시,14,10,사망자수
일반국도,20시-22시,9,10,사망자수
일반국도,22시-24시,5,10,사망자수
지방도,00시-02시,3,10,사망자수
지방도,02시-04시,0,10,사망자수
지방도,04시-06시,2,10,사망자수
지방도,06시-08시,3,10,사망자수
지방도,08시-10시,1,10,사망자수
지방도,10시-12시,2,10,사망자수
지방도,12시-14시,3,10,사망자수
지방도,14시-16시,2,10,사망자수
지방도,16시-18시,5,10,사망자수
지방도,18시-20시,10,10,사망자수
지방도,20시-22시,1,10,사망자수
지방도,22시-24시,2,10,사망자수
특별광역시도,00시-02시,6,10,사망자수
특별광역시도,02시-04시,8,10,사망자수
특별광역시도,04시-06시,1,10,사망자수
특별광역시도,06시-08시,5,10,사망자수
특별광역시도,08시-10시,2,10,사망자수
특별광역시도,10시-12시,7,10,사망자수
특별광역시도,12시-14시,5,10,사망자수
특별광역시도,14시-16시,6,10,사망자수
특별광역시도,16시-18시,5,10,사망자수
특별광역시도,18시-20시,11,10,사망자수
특별광역시도,20시-22시,8,10,사망자수
특별광역시도,22시-24시,5,10,사망자수
시도,00시-02시,6,10,사망자수
시도,02시-04시,2,10,사망자수
시도,04시-06시,8,10,사망자수
시도,06시-08시,6,10,사망자수
시도,08시-10시,6,10,사망자수
시도,10시-12시,2,10,사망자수
시도,12시-14시,8,10,사망자수
시도,14시-16시,11,10,사망자수
시도,16시-18시,6,10,사망자수
시도,18시-20시,7,10,사망자수
시도,20시-22시,9,10,사망자수
시도,22시-24시,16,10,사망자수
군도,00시-02시,0,10,사망자수
군도,02시-04시,1,10,사망자수
군도,04시-06시,0,10,사망자수
군도,06시-08시,2,10,사망자수
군도,08시-10시,2,10,사망자수
군도,10시-12시,2,10,사망자수
군도,12시-14시,2,10,사망자수
군도,14시-16시,5,10,사망자수
군도,16시-18시,1,10,사망자수
군도,18시-20시,4,10,사망자수
군도,20시-22시,0,10,사망자수
군도,22시-24시,1,10,사망자수
고속국도,00시-02시,0,10,사망자수
고속국도,02시-04시,0,10,사망자수
고속국도,04시-06시,2,10,사망자수
고속국도,06시-08시,1,10,사망자수
고속국도,08시-10시,0,10,사망자수
고속국도,10시-12시,2,10,사망자수
고속국도,12시-14시,1,10,사망자수
고속국도,14시-16시,5,10,사망자수
고속국도,16시-18시,1,10,사망자수
고속국도,18시-20시,0,10,사망자수
고속국도,20시-22시,2,10,사망자수
고속국도,22시-24시,2,10,사망자수
일반국도,00시-02시,56,10,부상자수
일반국도,02시-04시,21,10,부상자수
일반국도,04시-06시,87,10,부상자수
일반국도,06시-08시,135,10,부상자수
일반국도,08시-10시,273,10,부상자수
일반국도,10시-12시,273,10,부상자수
일반국도,12시-14시,330,10,부상자수
일반국도,14시-16시,387,10,부상자수
일반국도,16시-18시,341,10,부상자수
일반국도,18시-20시,481,10,부상자수
일반국도,20시-22시,211,10,부상자수
일반국도,22시-24시,201,10,부상자수
지방도,00시-02시,51,10,부상자수
지방도,02시-04시,18,10,부상자수
지방도,04시-06시,31,10,부상자수
지방도,06시-08시,104,10,부상자수
지방도,08시-10시,173,10,부상자수
지방도,10시-12시,204,10,부상자수
지방도,12시-14시,245,10,부상자수
지방도,14시-16시,277,10,부상자수
지방도,16시-18시,274,10,부상자수
지방도,18시-20시,356,10,부상자수
지방도,20시-22시,143,10,부상자수
지방도,22시-24시,106,10,부상자수
특별광역시도,00시-02시,318,10,부상자수
특별광역시도,02시-04시,99,10,부상자수
특별광역시도,04시-06시,182,10,부상자수
특별광역시도,06시-08시,376,10,부상자수
특별광역시도,08시-10시,853,10,부상자수
특별광역시도,10시-12시,980,10,부상자수
특별광역시도,12시-14시,1049,10,부상자수
특별광역시도,14시-16시,1100,10,부상자수
특별광역시도,16시-18시,1195,10,부상자수
특별광역시도,18시-20시,1641,10,부상자수
특별광역시도,20시-22시,827,10,부상자수
특별광역시도,22시-24시,958,10,부상자수
시도,00시-02시,220,10,부상자수
시도,02시-04시,83,10,부상자수
시도,04시-06시,137,10,부상자수
시도,06시-08시,406,10,부상자수
시도,08시-10시,868,10,부상자수
시도,10시-12시,824,10,부상자수
시도,12시-14시,935,10,부상자수
시도,14시-16시,956,10,부상자수
시도,16시-18시,1124,10,부상자수
시도,18시-20시,1459,10,부상자수
시도,20시-22시,757,10,부상자수
시도,22시-24시,678,10,부상자수
군도,00시-02시,11,10,부상자수
군도,02시-04시,10,10,부상자수
군도,04시-06시,11,10,부상자수
군도,06시-08시,44,10,부상자수
군도,08시-10시,121,10,부상자수
군도,10시-12시,80,10,부상자수
군도,12시-14시,123,10,부상자수
군도,14시-16시,176,10,부상자수
군도,16시-18시,126,10,부상자수
군도,18시-20시,134,10,부상자수
군도,20시-22시,51,10,부상자수
군도,22시-24시,37,10,부상자수
고속국도,00시-02시,25,10,부상자수
고속국도,02시-04시,10,10,부상자수
고속국도,04시-06시,21,10,부상자수
고속국도,06시-08시,74,10,부상자수
고속국도,08시-10시,48,10,부상자수
고속국도,10시-12시,120,10,부상자수
고속국도,12시-14시,106,10,부상자수
고속국도,14시-16시,122,10,부상자수
고속국도,16시-18시,102,10,부상자수
고속국도,18시-20시,135,10,부상자수
고속국도,20시-22시,67,10,부상자수
고속국도,22시-24시,57,10,부상자수
일반국도,00시-02시,71,11,사고건수
일반국도,02시-04시,24,11,사고건수
일반국도,04시-06시,41,11,사고건수
일반국도,06시-08시,126,11,사고건수
일반국도,08시-10시,193,11,사고건수
일반국도,10시-12시,175,11,사고건수
일반국도,12시-14시,194,11,사고건수
일반국도,14시-16시,180,11,사고건수
일반국도,16시-18시,255,11,사고건수
일반국도,18시-20시,302,11,사고건수
일반국도,20시-22시,138,11,사고건수
일반국도,22시-24시,94,11,사고건수
지방도,00시-02시,37,11,사고건수
지방도,02시-04시,20,11,사고건수
지방도,04시-06시,18,11,사고건수
지방도,06시-08시,94,11,사고건수
지방도,08시-10시,128,11,사고건수
지방도,10시-12시,138,11,사고건수
지방도,12시-14시,146,11,사고건수
지방도,14시-16시,162,11,사고건수
지방도,16시-18시,181,11,사고건수
지방도,18시-20시,212,11,사고건수
지방도,20시-22시,76,11,사고건수
지방도,22시-24시,68,11,사고건수
특별광역시도,00시-02시,321,11,사고건수
특별광역시도,02시-04시,179,11,사고건수
특별광역시도,04시-06시,169,11,사고건수
특별광역시도,06시-08시,395,11,사고건수
특별광역시도,08시-10시,623,11,사고건수
특별광역시도,10시-12시,697,11,사고건수
특별광역시도,12시-14시,732,11,사고건수
특별광역시도,14시-16시,767,11,사고건수
특별광역시도,16시-18시,948,11,사고건수
특별광역시도,18시-20시,1044,11,사고건수
특별광역시도,20시-22시,599,11,사고건수
특별광역시도,22시-24시,507,11,사고건수
시도,00시-02시,205,11,사고건수
시도,02시-04시,100,11,사고건수
시도,04시-06시,127,11,사고건수
시도,06시-08시,364,11,사고건수
시도,08시-10시,618,11,사고건수
시도,10시-12시,577,11,사고건수
시도,12시-14시,584,11,사고건수
시도,14시-16시,624,11,사고건수
시도,16시-18시,806,11,사고건수
시도,18시-20시,943,11,사고건수
시도,20시-22시,499,11,사고건수
시도,22시-24시,349,11,사고건수
군도,00시-02시,9,11,사고건수
군도,02시-04시,5,11,사고건수
군도,04시-06시,11,11,사고건수
군도,06시-08시,39,11,사고건수
군도,08시-10시,86,11,사고건수
군도,10시-12시,87,11,사고건수
군도,12시-14시,77,11,사고건수
군도,14시-16시,85,11,사고건수
군도,16시-18시,89,11,사고건수
군도,18시-20시,85,11,사고건수
군도,20시-22시,37,11,사고건수
군도,22시-24시,17,11,사고건수
고속국도,00시-02시,17,11,사고건수
고속국도,02시-04시,14,11,사고건수
고속국도,04시-06시,12,11,사고건수
고속국도,06시-08시,28,11,사고건수
고속국도,08시-10시,44,11,사고건수
고속국도,10시-12시,52,11,사고건수
고속국도,12시-14시,46,11,사고건수
고속국도,14시-16시,53,11,사고건수
고속국도,16시-18시,73,11,사고건수
고속국도,18시-20시,63,11,사고건수
고속국도,20시-22시,26,11,사고건수
고속국도,22시-24시,21,11,사고건수
일반국도,00시-02시,4,11,사망자수
일반국도,02시-04시,2,11,사망자수
일반국도,04시-06시,2,11,사망자수
일반국도,06시-08시,8,11,사망자수
일반국도,08시-10시,1,11,사망자수
일반국도,10시-12시,4,11,사망자수
일반국도,12시-14시,2,11,사망자수
일반국도,14시-16시,3,11,사망자수
일반국도,16시-18시,3,11,사망자수
일반국도,18시-20시,8,11,사망자수
일반국도,20시-22시,5,11,사망자수
일반국도,22시-24시,6,11,사망자수
지방도,00시-02시,1,11,사망자수
지방도,02시-04시,1,11,사망자수
지방도,04시-06시,0,11,사망자수
지방도,06시-08시,5,11,사망자수
지방도,08시-10시,4,11,사망자수
지방도,10시-12시,6,11,사망자수
지방도,12시-14시,1,11,사망자수
지방도,14시-16시,4,11,사망자수
지방도,16시-18시,4,11,사망자수
지방도,18시-20시,5,11,사망자수
지방도,20시-22시,1,11,사망자수
지방도,22시-24시,2,11,사망자수
특별광역시도,00시-02시,4,11,사망자수
특별광역시도,02시-04시,6,11,사망자수
특별광역시도,04시-06시,7,11,사망자수
특별광역시도,06시-08시,12,11,사망자수
특별광역시도,08시-10시,4,11,사망자수
특별광역시도,10시-12시,0,11,사망자수
특별광역시도,12시-14시,6,11,사망자수
특별광역시도,14시-16시,3,11,사망자수
특별광역시도,16시-18시,5,11,사망자수
특별광역시도,18시-20시,5,11,사망자수
특별광역시도,20시-22시,1,11,사망자수
특별광역시도,22시-24시,5,11,사망자수
시도,00시-02시,6,11,사망자수
시도,02시-04시,1,11,사망자수
시도,04시-06시,5,11,사망자수
시도,06시-08시,14,11,사망자수
시도,08시-10시,3,11,사망자수
시도,10시-12시,11,11,사망자수
시도,12시-14시,11,11,사망자수
시도,14시-16시,10,11,사망자수
시도,16시-18시,8,11,사망자수
시도,18시-20시,8,11,사망자수
시도,20시-22시,3,11,사망자수
시도,22시-24시,9,11,사망자수
군도,00시-02시,0,11,사망자수
군도,02시-04시,0,11,사망자수
군도,04시-06시,4,11,사망자수
군도,06시-08시,0,11,사망자수
군도,08시-10시,5,11,사망자수
군도,10시-12시,0,11,사망자수
군도,12시-14시,1,11,사망자수
군도,14시-16시,3,11,사망자수
군도,16시-18시,4,11,사망자수
군도,18시-20시,4,11,사망자수
군도,20시-22시,0,11,사망자수
군도,22시-24시,0,11,사망자수
고속국도,00시-02시,3,11,사망자수
고속국도,02시-04시,4,11,사망자수
고속국도,04시-06시,2,11,사망자수
고속국도,06시-08시,1,11,사망자수
고속국도,08시-10시,3,11,사망자수
고속국도,10시-12시,1,11,사망자수
고속국도,12시-14시,2,11,사망자수
고속국도,14시-16시,1,11,사망자수
고속국도,16시-18시,0,11,사망자수
고속국도,18시-20시,1,11,사망자수
고속국도,20시-22시,0,11,사망자수
고속국도,22시-24시,1,11,사망자수
일반국도,00시-02시,107,11,부상자수
일반국도,02시-04시,33,11,부상자수
일반국도,04시-06시,60,11,부상자수
일반국도,06시-08시,168,11,부상자수
일반국도,08시-10시,280,11,부상자수
일반국도,10시-12시,258,11,부상자수
일반국도,12시-14시,296,11,부상자수
일반국도,14시-16시,298,11,부상자수
일반국도,16시-18시,374,11,부상자수
일반국도,18시-20시,475,11,부상자수
일반국도,20시-22시,229,11,부상자수
일반국도,22시-24시,130,11,부상자수
지방도,00시-02시,49,11,부상자수
지방도,02시-04시,23,11,부상자수
지방도,04시-06시,22,11,부상자수
지방도,06시-08시,141,11,부상자수
지방도,08시-10시,202,11,부상자수
지방도,10시-12시,192,11,부상자수
지방도,12시-14시,223,11,부상자수
지방도,14시-16시,254,11,부상자수
지방도,16시-18시,293,11,부상자수
지방도,18시-20시,307,11,부상자수
지방도,20시-22시,113,11,부상자수
지방도,22시-24시,99,11,부상자수
특별광역시도,00시-02시,474,11,부상자수
특별광역시도,02시-04시,252,11,부상자수
특별광역시도,04시-06시,228,11,부상자수
특별광역시도,06시-08시,531,11,부상자수
특별광역시도,08시-10시,807,11,부상자수
특별광역시도,10시-12시,942,11,부상자수
특별광역시도,12시-14시,1024,11,부상자수
특별광역시도,14시-16시,1081,11,부상자수
특별광역시도,16시-18시,1291,11,부상자수
특별광역시도,18시-20시,1414,11,부상자수
특별광역시도,20시-22시,815,11,부상자수
특별광역시도,22시-24시,740,11,부상자수
시도,00시-02시,300,11,부상자수
시도,02시-04시,154,11,부상자수
시도,04시-06시,156,11,부상자수
시도,06시-08시,546,11,부상자수
시도,08시-10시,848,11,부상자수
시도,10시-12시,789,11,부상자수
시도,12시-14시,825,11,부상자수
시도,14시-16시,909,11,부상자수
시도,16시-18시,1134,11,부상자수
시도,18시-20시,1279,11,부상자수
시도,20시-22시,749,11,부상자수
시도,22시-24시,501,11,부상자수
군도,00시-02시,17,11,부상자수
군도,02시-04시,6,11,부상자수
군도,04시-06시,17,11,부상자수
군도,06시-08시,53,11,부상자수
군도,08시-10시,111,11,부상자수
군도,10시-12시,126,11,부상자수
군도,12시-14시,111,11,부상자수
군도,14시-16시,118,11,부상자수
군도,16시-18시,115,11,부상자수
군도,18시-20시,124,11,부상자수
군도,20시-22시,54,11,부상자수
군도,22시-24시,27,11,부상자수
고속국도,00시-02시,25,11,부상자수
고속국도,02시-04시,22,11,부상자수
고속국도,04시-06시,17,11,부상자수
고속국도,06시-08시,37,11,부상자수
고속국도,08시-10시,96,11,부상자수
고속국도,10시-12시,119,11,부상자수
고속국도,12시-14시,104,11,부상자수
고속국도,14시-16시,100,11,부상자수
고속국도,16시-18시,130,11,부상자수
고속국도,18시-20시,126,11,부상자수
고속국도,20시-22시,49,11,부상자수
고속국도,22시-24시,46,11,부상자수
일반국도,00시-02시,53,12,사고건수
일반국도,02시-04시,27,12,사고건수
일반국도,04시-06시,40,12,사고건수
일반국도,06시-08시,118,12,사고건수
일반국도,08시-10시,159,12,사고건수
일반국도,10시-12시,142,12,사고건수
일반국도,12시-14시,158,12,사고건수
일반국도,14시-16시,169,12,사고건수
일반국도,16시-18시,206,12,사고건수
일반국도,18시-20시,243,12,사고건수
일반국도,20시-22시,161,12,사고건수
일반국도,22시-24시,93,12,사고건수
지방도,00시-02시,26,12,사고건수
지방도,02시-04시,8,12,사고건수
지방도,04시-06시,15,12,사고건수
지방도,06시-08시,89,12,사고건수
지방도,08시-10시,108,12,사고건수
지방도,10시-12시,109,12,사고건수
지방도,12시-14시,122,12,사고건수
지방도,14시-16시,128,12,사고건수
지방도,16시-18시,158,12,사고건수
지방도,18시-20시,180,12,사고건수
지방도,20시-22시,101,12,사고건수
지방도,22시-24시,66,12,사고건수
특별광역시도,00시-02시,261,12,사고건수
특별광역시도,02시-04시,107,12,사고건수
특별광역시도,04시-06시,140,12,사고건수
특별광역시도,06시-08시,372,12,사고건수
특별광역시도,08시-10시,575,12,사고건수
특별광역시도,10시-12시,601,12,사고건수
특별광역시도,12시-14시,734,12,사고건수
특별광역시도,14시-16시,741,12,사고건수
특별광역시도,16시-18시,880,12,사고건수
특별광역시도,18시-20시,1103,12,사고건수
특별광역시도,20시-22시,695,12,사고건수
특별광역시도,22시-24시,458,12,사고건수
시도,00시-02시,163,12,사고건수
시도,02시-04시,63,12,사고건수
시도,04시-06시,100,12,사고건수
시도,06시-08시,380,12,사고건수
시도,08시-10시,535,12,사고건수
시도,10시-12시,528,12,사고건수
시도,12시-14시,572,12,사고건수
시도,14시-16시,620,12,사고건수
시도,16시-18시,779,12,사고건수
시도,18시-20시,964,12,사고건수
시도,20시-22시,563,12,사고건수
시도,22시-24시,321,12,사고건수
군도,00시-02시,10,12,사고건수
군도,02시-04시,3,12,사고건수
군도,04시-06시,3,12,사고건수
군도,06시-08시,35,12,사고건수
군도,08시-10시,60,12,사고건수
군도,10시-12시,69,12,사고건수
군도,12시-14시,81,12,사고건수
군도,14시-16시,74,12,사고건수
군도,16시-18시,70,12,사고건수
군도,18시-20시,81,12,사고건수
군도,20시-22시,31,12,사고건수
군도,22시-24시,17,12,사고건수
고속국도,00시-02시,12,12,사고건수
고속국도,02시-04시,6,12,사고건수
고속국도,04시-06시,16,12,사고건수
고속국도,06시-08시,32,12,사고건수
고속국도,08시-10시,36,12,사고건수
고속국도,10시-12시,44,12,사고건수
고속국도,12시-14시,42,12,사고건수
고속국도,14시-16시,46,12,사고건수
고속국도,16시-18시,56,12,사고건수
고속국도,18시-20시,47,12,사고건수
고속국도,20시-22시,28,12,사고건수
고속국도,22시-24시,25,12,사고건수
일반국도,00시-02시,3,12,사망자수
일반국도,02시-04시,0,12,사망자수
일반국도,04시-06시,5,12,사망자수
일반국도,06시-08시,5,12,사망자수
일반국도,08시-10시,5,12,사망자수
일반국도,10시-12시,5,12,사망자수
일반국도,12시-14시,4,12,사망자수
일반국도,14시-16시,1,12,사망자수
일반국도,16시-18시,3,12,사망자수
일반국도,18시-20시,6,12,사망자수
일반국도,20시-22시,2,12,사망자수
일반국도,22시-24시,4,12,사망자수
지방도,00시-02시,1,12,사망자수
지방도,02시-04시,2,12,사망자수
지방도,04시-06시,0,12,사망자수
지방도,06시-08시,3,12,사망자수
지방도,08시-10시,1,12,사망자수
지방도,10시-12시,0,12,사망자수
지방도,12시-14시,4,12,사망자수
지방도,14시-16시,2,12,사망자수
지방도,16시-18시,5,12,사망자수
지방도,18시-20시,5,12,사망자수
지방도,20시-22시,8,12,사망자수
지방도,22시-24시,1,12,사망자수
특별광역시도,00시-02시,2,12,사망자수
특별광역시도,02시-04시,5,12,사망자수
특별광역시도,04시-06시,4,12,사망자수
특별광역시도,06시-08시,13,12,사망자수
특별광역시도,08시-10시,7,12,사망자수
특별광역시도,10시-12시,3,12,사망자수
특별광역시도,12시-14시,6,12,사망자수
특별광역시도,14시-16시,1,12,사망자수
특별광역시도,16시-18시,3,12,사망자수
특별광역시도,18시-20시,8,12,사망자수
특별광역시도,20시-22시,1,12,사망자수
특별광역시도,22시-24시,9,12,사망자수
시도,00시-02시,6,12,사망자수
시도,02시-04시,3,12,사망자수
시도,04시-06시,1,12,사망자수
시도,06시-08시,12,12,사망자수
시도,08시-10시,3,12,사망자수
시도,10시-12시,11,12,사망자수
시도,12시-14시,3,12,사망자수
시도,14시-16시,8,12,사망자수
시도,16시-18시,10,12,사망자수
시도,18시-20시,13,12,사망자수
시도,20시-22시,7,12,사망자수
시도,22시-24시,6,12,사망자수
군도,00시-02시,1,12,사망자수
군도,02시-04시,0,12,사망자수
군도,04시-06시,0,12,사망자수
군도,06시-08시,1,12,사망자수
군도,08시-10시,2,12,사망자수
군도,10시-12시,3,12,사망자수
군도,12시-14시,2,12,사망자수
군도,14시-16시,2,12,사망자수
군도,16시-18시,4,12,사망자수
군도,18시-20시,1,12,사망자수
군도,20시-22시,0,12,사망자수
군도,22시-24시,1,12,사망자수
고속국도,00시-02시,1,12,사망자수
고속국도,02시-04시,1,12,사망자수
고속국도,04시-06시,2,12,사망자수
고속국도,06시-08시,2,12,사망자수
고속국도,08시-10시,4,12,사망자수
고속국도,10시-12시,2,12,사망자수
고속국도,12시-14시,0,12,사망자수
고속국도,14시-16시,2,12,사망자수
고속국도,16시-18시,1,12,사망자수
고속국도,18시-20시,1,12,사망자수
고속국도,20시-22시,1,12,사망자수
고속국도,22시-24시,3,12,사망자수
일반국도,00시-02시,83,12,부상자수
일반국도,02시-04시,39,12,부상자수
일반국도,04시-06시,50,12,부상자수
일반국도,06시-08시,175,12,부상자수
일반국도,08시-10시,236,12,부상자수
일반국도,10시-12시,194,12,부상자수
일반국도,12시-14시,240,12,부상자수
일반국도,14시-16시,252,12,부상자수
일반국도,16시-18시,302,12,부상자수
일반국도,18시-20시,371,12,부상자수
일반국도,20시-22시,265,12,부상자수
일반국도,22시-24시,148,12,부상자수
지방도,00시-02시,28,12,부상자수
지방도,02시-04시,10,12,부상자수
지방도,04시-06시,26,12,부상자수
지방도,06시-08시,120,12,부상자수
지방도,08시-10시,164,12,부상자수
지방도,10시-12시,168,12,부상자수
지방도,12시-14시,207,12,부상자수
지방도,14시-16시,171,12,부상자수
지방도,16시-18시,257,12,부상자수
지방도,18시-20시,256,12,부상자수
지방도,20시-22시,152,12,부상자수
지방도,22시-24시,98,12,부상자수
특별광역시도,00시-02시,380,12,부상자수
특별광역시도,02시-04시,144,12,부상자수
특별광역시도,04시-06시,171,12,부상자수
특별광역시도,06시-08시,453,12,부상자수
특별광역시도,08시-10시,754,12,부상자수
특별광역시도,10시-12시,803,12,부상자수
특별광역시도,12시-14시,1016,12,부상자수
특별광역시도,14시-16시,1014,12,부상자수
특별광역시도,16시-18시,1162,12,부상자수
특별광역시도,18시-20시,1460,12,부상자수
특별광역시도,20시-22시,1005,12,부상자수
특별광역시도,22시-24시,670,12,부상자수
시도,00시-02시,241,12,부상자수
시도,02시-04시,84,12,부상자수
시도,04시-06시,149,12,부상자수
시도,06시-08시,522,12,부상자수
시도,08시-10시,765,12,부상자수
시도,10시-12시,727,12,부상자수
시도,12시-14시,797,12,부상자수
시도,14시-16시,922,12,부상자수
시도,16시-18시,1122,12,부상자수
시도,18시-20시,1247,12,부상자수
시도,20시-22시,806,12,부상자수
시도,22시-24시,454,12,부상자수
군도,00시-02시,10,12,부상자수
군도,02시-04시,3,12,부상자수
군도,04시-06시,3,12,부상자수
군도,06시-08시,40,12,부상자수
군도,08시-10시,98,12,부상자수
군도,10시-12시,84,12,부상자수
군도,12시-14시,110,12,부상자수
군도,14시-16시,111,12,부상자수
군도,16시-18시,93,12,부상자수
군도,18시-20시,103,12,부상자수
군도,20시-22시,42,12,부상자수
군도,22시-24시,23,12,부상자수
고속국도,00시-02시,11,12,부상자수
고속국도,02시-04시,7,12,부상자수
고속국도,04시-06시,26,12,부상자수
고속국도,06시-08시,42,12,부상자수
고속국도,08시-10시,67,12,부상자수
고속국도,10시-12시,78,12,부상자수
고속국도,12시-14시,92,12,부상자수
고속국도,14시-16시,128,12,부상자수
고속국도,16시-18시,97,12,부상자수
고속국도,18시-20시,76,12,부상자수
고속국도,20시-22시,46,12,부상자수
고속국도,22시-24시,26,12,부상자수
